[opt] evaluating low-fidelity baseline candidate
[sim] emission 1/72 (count=  1.4%, route=  0.0%) time=2026-02-09T18:00:00+00:00 elapsed=   0.00m eta=  11.83m | aircraft lat=+44.8848 lon= -93.2223 alt=16500.0m ( 54133.9ft) speed= 425.4m/s ( 826.8kt) mach=1.25 eff_mach=1.375 | mode=takeoff_climb | atmo T=214.90K RH=  1.1% p=  95.52hPa c=293.88m/s w_proj=+15.55m/s c_eff=309.42m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  92.9 cutoff=no terminal_alt=[  -50.3,32733.9]m
[sim] emission 32/72 (count= 44.4%, route= 15.4%) time=2026-02-09T18:05:10+00:00 elapsed=   5.17m eta=   6.67m | aircraft lat=+44.3958 lon= -91.7148 alt=17076.0m ( 56023.5ft) speed= 410.2m/s ( 797.4kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.52K RH=  1.1% p=  87.50hPa c=292.93m/s w_proj=+15.77m/s c_eff=308.70m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +5.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.8 cutoff=no terminal_alt=[   -2.7,32809.5]m
[sim] emission 33/72 (count= 45.8%, route= 15.9%) time=2026-02-09T18:05:20+00:00 elapsed=   5.33m eta=   6.50m | aircraft lat=+44.3827 lon= -91.6647 alt=17079.3m ( 56034.4ft) speed= 410.2m/s ( 797.4kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.39K RH=  1.1% p=  87.45hPa c=292.84m/s w_proj=+15.83m/s c_eff=308.68m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +5.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.5 cutoff=no terminal_alt=[  -43.0,32767.4]m
[sim] emission 34/72 (count= 47.2%, route= 16.4%) time=2026-02-09T18:05:30+00:00 elapsed=   5.50m eta=   6.33m | aircraft lat=+44.3695 lon= -91.6146 alt=17084.5m ( 56051.6ft) speed= 410.2m/s ( 797.4kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.39K RH=  1.1% p=  87.37hPa c=292.84m/s w_proj=+15.85m/s c_eff=308.69m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +5.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.4 cutoff=no terminal_alt=[  -50.2,32757.3]m
[sim] emission 35/72 (count= 48.6%, route= 16.9%) time=2026-02-09T18:05:40+00:00 elapsed=   5.67m eta=   6.17m | aircraft lat=+44.3564 lon= -91.5646 alt=17091.8m ( 56075.4ft) speed= 410.2m/s ( 797.4kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.36K RH=  1.1% p=  87.26hPa c=292.82m/s w_proj=+15.86m/s c_eff=308.68m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +5.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.1 cutoff=no terminal_alt=[  -40.0,32741.4]m
[sim] emission 36/72 (count= 50.0%, route= 17.4%) time=2026-02-09T18:05:50+00:00 elapsed=   5.83m eta=   6.00m | aircraft lat=+44.3432 lon= -91.5145 alt=17101.2m ( 56106.3ft) speed= 410.2m/s ( 797.4kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.29K RH=  1.2% p=  87.12hPa c=292.77m/s w_proj=+15.94m/s c_eff=308.72m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +5.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  96.5 cutoff=no terminal_alt=[  -23.9,32812.1]m
[sim] emission 37/72 (count= 51.4%, route= 17.9%) time=2026-02-09T18:06:00+00:00 elapsed=   6.00m eta=   5.83m | aircraft lat=+44.3303 lon= -91.4643 alt=17110.9m ( 56138.1ft) speed= 410.2m/s ( 797.4kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.25K RH=  1.2% p=  86.98hPa c=292.75m/s w_proj=+15.90m/s c_eff=308.65m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +6.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.0 cutoff=no terminal_alt=[  -47.3,32796.1]m
[sim] emission 38/72 (count= 52.8%, route= 18.4%) time=2026-02-09T18:06:10+00:00 elapsed=   6.17m eta=   5.67m | aircraft lat=+44.3185 lon= -91.4137 alt=17116.2m ( 56155.4ft) speed= 410.2m/s ( 797.4kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.22K RH=  1.2% p=  86.90hPa c=292.72m/s w_proj=+15.90m/s c_eff=308.62m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +6.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.5 cutoff=no terminal_alt=[  -42.1,32837.0]m
[sim] emission 39/72 (count= 54.2%, route= 18.9%) time=2026-02-09T18:06:20+00:00 elapsed=   6.33m eta=   5.50m | aircraft lat=+44.3076 lon= -91.3626 alt=17117.8m ( 56160.7ft) speed= 410.2m/s ( 797.4kt) mach=1.21 eff_mach=1.330 | mode=enroute | atmo T=213.19K RH=  1.2% p=  86.87hPa c=292.70m/s w_proj=+15.84m/s c_eff=308.54m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +6.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.2 cutoff=no terminal_alt=[  -35.9,32562.8]m
[sim] emission 40/72 (count= 55.6%, route= 19.4%) time=2026-02-09T18:06:30+00:00 elapsed=   6.50m eta=   5.33m | aircraft lat=+44.2974 lon= -91.3113 alt=17116.7m ( 56157.1ft) speed= 410.2m/s ( 797.3kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.22K RH=  1.2% p=  86.88hPa c=292.72m/s w_proj=+15.80m/s c_eff=308.52m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +6.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.0 cutoff=no terminal_alt=[  -38.3,32638.4]m
[sim] emission 41/72 (count= 56.9%, route= 19.9%) time=2026-02-09T18:06:40+00:00 elapsed=   6.67m eta=   5.17m | aircraft lat=+44.2877 lon= -91.2598 alt=17113.7m ( 56147.2ft) speed= 410.2m/s ( 797.3kt) mach=1.21 eff_mach=1.330 | mode=enroute | atmo T=213.22K RH=  1.2% p=  86.91hPa c=292.72m/s w_proj=+15.79m/s c_eff=308.51m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +6.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.2 cutoff=no terminal_alt=[  -37.6,32630.2]m
[sim] emission 42/72 (count= 58.3%, route= 20.4%) time=2026-02-09T18:06:50+00:00 elapsed=   6.83m eta=   5.00m | aircraft lat=+44.2786 lon= -91.2082 alt=17109.4m ( 56133.3ft) speed= 410.2m/s ( 797.3kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.22K RH=  1.2% p=  86.97hPa c=292.72m/s w_proj=+15.83m/s c_eff=308.55m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +6.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  97.1 cutoff=no terminal_alt=[  -37.7,32714.2]m
[sim] emission 43/72 (count= 59.7%, route= 20.9%) time=2026-02-09T18:07:00+00:00 elapsed=   7.00m eta=   4.83m | aircraft lat=+44.2697 lon= -91.1564 alt=17104.6m ( 56117.3ft) speed= 410.2m/s ( 797.3kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.22K RH=  1.2% p=  87.03hPa c=292.72m/s w_proj=+15.85m/s c_eff=308.57m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +7.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.6 cutoff=no terminal_alt=[  -39.1,32732.8]m
[sim] emission 44/72 (count= 61.1%, route= 21.4%) time=2026-02-09T18:07:10+00:00 elapsed=   7.17m eta=   4.67m | aircraft lat=+44.2611 lon= -91.1045 alt=17099.6m ( 56101.0ft) speed= 410.2m/s ( 797.3kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.25K RH=  1.2% p=  87.09hPa c=292.74m/s w_proj=+15.88m/s c_eff=308.62m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +7.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.0 cutoff=no terminal_alt=[   -9.9,32839.3]m
[sim] emission 45/72 (count= 62.5%, route= 21.9%) time=2026-02-09T18:07:20+00:00 elapsed=   7.33m eta=   4.50m | aircraft lat=+44.2528 lon= -91.0526 alt=17094.9m ( 56085.7ft) speed= 410.2m/s ( 797.4kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.25K RH=  1.2% p=  87.15hPa c=292.75m/s w_proj=+15.86m/s c_eff=308.61m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +7.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.1 cutoff=no terminal_alt=[  -36.9,32585.3]m
[sim] emission 46/72 (count= 63.9%, route= 22.4%) time=2026-02-09T18:07:30+00:00 elapsed=   7.50m eta=   4.33m | aircraft lat=+44.2446 lon= -91.0006 alt=17090.9m ( 56072.6ft) speed= 410.2m/s ( 797.4kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.29K RH=  1.2% p=  87.20hPa c=292.77m/s w_proj=+15.86m/s c_eff=308.63m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +7.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.5 cutoff=no terminal_alt=[  -39.3,32838.5]m
[sim] emission 47/72 (count= 65.3%, route= 22.9%) time=2026-02-09T18:07:40+00:00 elapsed=   7.67m eta=   4.17m | aircraft lat=+44.2366 lon= -90.9486 alt=17087.9m ( 56062.8ft) speed= 410.2m/s ( 797.4kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.23K RH=  1.2% p=  87.23hPa c=292.73m/s w_proj=+15.87m/s c_eff=308.59m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +7.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.1 cutoff=no terminal_alt=[  -43.7,32809.4]m
[sim] emission 48/72 (count= 66.7%, route= 23.4%) time=2026-02-09T18:07:50+00:00 elapsed=   7.83m eta=   4.00m | aircraft lat=+44.2286 lon= -90.8966 alt=17086.2m ( 56057.1ft) speed= 410.2m/s ( 797.3kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.23K RH=  1.2% p=  87.25hPa c=292.73m/s w_proj=+15.86m/s c_eff=308.58m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +7.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.0 cutoff=no terminal_alt=[  -42.2,32799.9]m
[sim] emission 49/72 (count= 68.1%, route= 23.9%) time=2026-02-09T18:08:00+00:00 elapsed=   8.00m eta=   3.83m | aircraft lat=+44.2207 lon= -90.8445 alt=17086.0m ( 56056.3ft) speed= 410.2m/s ( 797.4kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.20K RH=  1.2% p=  87.24hPa c=292.71m/s w_proj=+15.86m/s c_eff=308.56m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +8.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.4 cutoff=no terminal_alt=[  -40.1,32878.9]m
[sim] emission 50/72 (count= 69.4%, route= 24.4%) time=2026-02-09T18:08:10+00:00 elapsed=   8.17m eta=   3.67m | aircraft lat=+44.2129 lon= -90.7925 alt=17087.4m ( 56061.0ft) speed= 410.2m/s ( 797.3kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.19K RH=  1.2% p=  87.21hPa c=292.71m/s w_proj=+15.84m/s c_eff=308.55m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +8.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.1 cutoff=no terminal_alt=[  -39.1,32842.2]m
[sim] emission 51/72 (count= 70.8%, route= 24.9%) time=2026-02-09T18:08:20+00:00 elapsed=   8.33m eta=   3.50m | aircraft lat=+44.2051 lon= -90.7404 alt=17090.7m ( 56071.8ft) speed= 410.2m/s ( 797.3kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.19K RH=  1.2% p=  87.16hPa c=292.70m/s w_proj=+15.83m/s c_eff=308.53m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +8.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.2 cutoff=no terminal_alt=[  -43.6,32836.4]m
[sim] emission 52/72 (count= 72.2%, route= 25.4%) time=2026-02-09T18:08:30+00:00 elapsed=   8.50m eta=   3.33m | aircraft lat=+44.1974 lon= -90.6884 alt=17096.0m ( 56089.2ft) speed= 410.2m/s ( 797.3kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.13K RH=  1.2% p=  87.08hPa c=292.66m/s w_proj=+15.87m/s c_eff=308.53m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +8.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.8 cutoff=no terminal_alt=[  -20.8,32923.6]m
[sim] emission 53/72 (count= 73.6%, route= 25.9%) time=2026-02-09T18:08:40+00:00 elapsed=   8.67m eta=   3.17m | aircraft lat=+44.1897 lon= -90.6363 alt=17103.4m ( 56113.5ft) speed= 410.2m/s ( 797.3kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.12K RH=  1.2% p=  86.96hPa c=292.66m/s w_proj=+15.92m/s c_eff=308.57m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +8.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  97.1 cutoff=no terminal_alt=[  -44.7,32859.2]m
[sim] emission 54/72 (count= 75.0%, route= 26.4%) time=2026-02-09T18:08:50+00:00 elapsed=   8.83m eta=   3.00m | aircraft lat=+44.1819 lon= -90.5843 alt=17113.0m ( 56145.0ft) speed= 410.2m/s ( 797.4kt) mach=1.21 eff_mach=1.330 | mode=enroute | atmo T=213.06K RH=  1.2% p=  86.81hPa c=292.61m/s w_proj=+15.91m/s c_eff=308.52m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +8.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.2 cutoff=no terminal_alt=[  -39.5,32758.1]m
[sim] emission 55/72 (count= 76.4%, route= 26.9%) time=2026-02-09T18:09:00+00:00 elapsed=   9.00m eta=   2.83m | aircraft lat=+44.1742 lon= -90.5322 alt=17124.9m ( 56184.2ft) speed= 410.2m/s ( 797.3kt) mach=1.21 eff_mach=1.329 | mode=enroute | atmo T=213.05K RH=  1.2% p=  86.64hPa c=292.61m/s w_proj=+15.94m/s c_eff=308.55m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.8 cutoff=no terminal_alt=[  -14.4,32808.7]m
[sim] emission 56/72 (count= 77.8%, route= 27.4%) time=2026-02-09T18:09:10+00:00 elapsed=   9.17m eta=   2.67m | aircraft lat=+44.1665 lon= -90.4802 alt=17139.2m ( 56231.1ft) speed= 410.2m/s ( 797.3kt) mach=1.21 eff_mach=1.330 | mode=enroute | atmo T=213.04K RH=  1.2% p=  86.43hPa c=292.60m/s w_proj=+15.92m/s c_eff=308.52m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  93.8 cutoff=no terminal_alt=[   -1.9,32913.6]m
[sim] emission 57/72 (count= 79.2%, route= 27.9%) time=2026-02-09T18:09:20+00:00 elapsed=   9.33m eta=   2.50m | aircraft lat=+44.1583 lon= -90.4282 alt=17154.2m ( 56280.3ft) speed= 410.2m/s ( 797.3kt) mach=1.21 eff_mach=1.328 | mode=enroute | atmo T=213.07K RH=  1.2% p=  86.21hPa c=292.62m/s w_proj=+16.23m/s c_eff=308.86m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  98.1 cutoff=no terminal_alt=[  -25.3,32800.5]m
[sim] emission 58/72 (count= 80.6%, route= 28.4%) time=2026-02-09T18:09:30+00:00 elapsed=   9.50m eta=   2.33m | aircraft lat=+44.1485 lon= -90.3768 alt=17164.3m ( 56313.4ft) speed= 410.3m/s ( 797.6kt) mach=1.21 eff_mach=1.327 | mode=enroute | atmo T=213.09K RH=  1.2% p=  86.06hPa c=292.64m/s w_proj=+16.49m/s c_eff=309.13m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  96.1 cutoff=no terminal_alt=[  -42.9,32880.3]m
[sim] emission 59/72 (count= 81.9%, route= 28.9%) time=2026-02-09T18:09:40+00:00 elapsed=   9.67m eta=   2.17m | aircraft lat=+44.1372 lon= -90.3260 alt=17170.1m ( 56332.3ft) speed= 410.4m/s ( 797.7kt) mach=1.21 eff_mach=1.327 | mode=enroute | atmo T=213.13K RH=  1.2% p=  85.98hPa c=292.66m/s w_proj=+16.68m/s c_eff=309.33m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.9 cutoff=no terminal_alt=[  -26.6,32779.0]m
[sim] emission 60/72 (count= 83.3%, route= 29.4%) time=2026-02-09T18:09:50+00:00 elapsed=   9.83m eta=   2.00m | aircraft lat=+44.1248 lon= -90.2756 alt=17172.6m ( 56340.6ft) speed= 410.5m/s ( 797.9kt) mach=1.21 eff_mach=1.326 | mode=enroute | atmo T=213.15K RH=  1.2% p=  85.95hPa c=292.68m/s w_proj=+16.91m/s c_eff=309.58m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +9.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  96.9 cutoff=no terminal_alt=[   -8.4,32885.9]m
[sim] emission 61/72 (count= 84.7%, route= 29.9%) time=2026-02-09T18:10:00+00:00 elapsed=  10.00m eta=   1.83m | aircraft lat=+44.1114 lon= -90.2257 alt=17172.7m ( 56340.9ft) speed= 410.5m/s ( 798.0kt) mach=1.21 eff_mach=1.325 | mode=enroute | atmo T=213.22K RH=  1.2% p=  85.95hPa c=292.72m/s w_proj=+17.05m/s c_eff=309.77m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  99.1 cutoff=no terminal_alt=[  -16.1,32764.3]m
[sim] emission 62/72 (count= 86.1%, route= 30.4%) time=2026-02-09T18:10:10+00:00 elapsed=  10.17m eta=   1.67m | aircraft lat=+44.0972 lon= -90.1762 alt=17171.1m ( 56335.7ft) speed= 410.6m/s ( 798.1kt) mach=1.21 eff_mach=1.325 | mode=enroute | atmo T=213.24K RH=  1.2% p=  85.97hPa c=292.74m/s w_proj=+17.18m/s c_eff=309.92m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  97.5 cutoff=no terminal_alt=[  -24.6,32679.3]m
[sim] emission 63/72 (count= 87.5%, route= 30.9%) time=2026-02-09T18:10:20+00:00 elapsed=  10.33m eta=   1.50m | aircraft lat=+44.0825 lon= -90.1270 alt=17168.6m ( 56327.5ft) speed= 410.6m/s ( 798.2kt) mach=1.21 eff_mach=1.324 | mode=enroute | atmo T=213.31K RH=  1.1% p=  86.01hPa c=292.78m/s w_proj=+17.33m/s c_eff=310.11m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  98.1 cutoff=no terminal_alt=[  -28.3,32665.2]m
[sim] emission 64/72 (count= 88.9%, route= 31.4%) time=2026-02-09T18:10:30+00:00 elapsed=  10.50m eta=   1.33m | aircraft lat=+44.0673 lon= -90.0780 alt=17165.7m ( 56318.0ft) speed= 410.7m/s ( 798.4kt) mach=1.21 eff_mach=1.324 | mode=enroute | atmo T=213.31K RH=  1.1% p=  86.05hPa c=292.78m/s w_proj=+17.38m/s c_eff=310.16m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  96.9 cutoff=no terminal_alt=[  -41.8,32790.3]m
[sim] emission 65/72 (count= 90.3%, route= 31.9%) time=2026-02-09T18:10:40+00:00 elapsed=  10.67m eta=   1.17m | aircraft lat=+44.0517 lon= -90.0293 alt=17163.0m ( 56308.9ft) speed= 410.7m/s ( 798.4kt) mach=1.21 eff_mach=1.324 | mode=enroute | atmo T=213.34K RH=  1.1% p=  86.10hPa c=292.80m/s w_proj=+17.50m/s c_eff=310.30m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  98.9 cutoff=no terminal_alt=[  -31.5,32845.5]m
[sim] emission 66/72 (count= 91.7%, route= 32.4%) time=2026-02-09T18:10:50+00:00 elapsed=  10.83m eta=   1.00m | aircraft lat=+44.0358 lon= -89.9808 alt=17160.7m ( 56301.5ft) speed= 410.8m/s ( 798.5kt) mach=1.21 eff_mach=1.323 | mode=enroute | atmo T=213.37K RH=  1.1% p=  86.13hPa c=292.82m/s w_proj=+17.57m/s c_eff=310.39m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+10.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  99.9 cutoff=no terminal_alt=[  -36.1,32775.3]m
[sim] emission 67/72 (count= 93.1%, route= 32.9%) time=2026-02-09T18:11:00+00:00 elapsed=  11.00m eta=   0.83m | aircraft lat=+44.0197 lon= -89.9324 alt=17159.3m ( 56296.8ft) speed= 410.8m/s ( 798.5kt) mach=1.21 eff_mach=1.323 | mode=enroute | atmo T=213.42K RH=  1.1% p=  86.15hPa c=292.86m/s w_proj=+17.61m/s c_eff=310.47m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  97.9 cutoff=no terminal_alt=[  -20.6,32831.2]m
[sim] emission 68/72 (count= 94.4%, route= 33.4%) time=2026-02-09T18:11:10+00:00 elapsed=  11.17m eta=   0.67m | aircraft lat=+44.0034 lon= -89.8841 alt=17159.0m ( 56295.9ft) speed= 410.8m/s ( 798.6kt) mach=1.21 eff_mach=1.323 | mode=enroute | atmo T=213.45K RH=  1.1% p=  86.15hPa c=292.88m/s w_proj=+17.65m/s c_eff=310.53m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  97.9 cutoff=no terminal_alt=[  -41.0,32887.3]m
[sim] emission 69/72 (count= 95.8%, route= 33.9%) time=2026-02-09T18:11:20+00:00 elapsed=  11.33m eta=   0.50m | aircraft lat=+43.9869 lon= -89.8360 alt=17160.1m ( 56299.5ft) speed= 410.8m/s ( 798.6kt) mach=1.21 eff_mach=1.323 | mode=enroute | atmo T=213.48K RH=  1.1% p=  86.14hPa c=292.90m/s w_proj=+17.67m/s c_eff=310.57m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  99.4 cutoff=no terminal_alt=[  -42.2,32893.1]m
[sim] emission 70/72 (count= 97.2%, route= 34.4%) time=2026-02-09T18:11:30+00:00 elapsed=  11.50m eta=   0.33m | aircraft lat=+43.9703 lon= -89.7879 alt=17162.8m ( 56308.3ft) speed= 410.8m/s ( 798.6kt) mach=1.21 eff_mach=1.323 | mode=enroute | atmo T=213.48K RH=  1.1% p=  86.11hPa c=292.90m/s w_proj=+17.67m/s c_eff=310.57m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts= 100.4 cutoff=no terminal_alt=[  -43.4,32673.7]m
[sim] emission 71/72 (count= 98.6%, route= 34.9%) time=2026-02-09T18:11:40+00:00 elapsed=  11.67m eta=   0.17m | aircraft lat=+43.9536 lon= -89.7400 alt=17167.3m ( 56323.1ft) speed= 410.8m/s ( 798.6kt) mach=1.21 eff_mach=1.323 | mode=enroute | atmo T=213.47K RH=  1.1% p=  86.05hPa c=292.89m/s w_proj=+17.70m/s c_eff=310.60m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.67m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  99.0 cutoff=no terminal_alt=[  -32.7,32740.1]m
[sim] emission 72/72 (count=100.0%, route= 35.4%) time=2026-02-09T18:11:50+00:00 elapsed=  11.83m eta=   0.00m | aircraft lat=+43.9368 lon= -89.6921 alt=17173.7m ( 56344.2ft) speed= 410.9m/s ( 798.6kt) mach=1.21 eff_mach=1.323 | mode=enroute | atmo T=213.45K RH=  1.1% p=  85.96hPa c=292.88m/s w_proj=+17.70m/s c_eff=310.58m/s | hrrr=2026-02-09T18:00:00+00:00 dt=+11.83m | rays=8 ground_hits=1 ( 12.5%) avg_pts= 100.8 cutoff=no terminal_alt=[  -33.4,32731.1]m
[sim] stop reason=max_emissions_reached emissions=72 distance_to_destination=553,010.1 m
[sim] population dataset='bundled:us_metro_population_sample.csv' total=7,400,000 exposed=0 area=10,961.9 km^2
[opt] low-fidelity evaluate cand_0005 (generation=2)
[sim] emission 1/72 (count=  1.4%, route=  0.0%) time=2026-02-09T18:00:00+00:00 elapsed=   0.00m eta=  11.83m | aircraft lat=+44.8848 lon= -93.2223 alt=16500.0m ( 54133.9ft) speed= 427.4m/s ( 830.7kt) mach=1.26 eff_mach=1.381 | mode=takeoff_climb | atmo T=214.90K RH=  1.1% p=  95.52hPa c=293.88m/s w_proj=+15.66m/s c_eff=309.53m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.00m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.6 cutoff=no terminal_alt=[  -38.1,32667.7]m
[sim] emission 2/72 (count=  2.8%, route=  0.5%) time=2026-02-09T18:00:10+00:00 elapsed=   0.17m eta=  11.67m | aircraft lat=+44.8688 lon= -93.1737 alt=16512.1m ( 54173.4ft) speed= 405.3m/s ( 787.8kt) mach=1.19 eff_mach=1.309 | mode=takeoff_climb | atmo T=214.86K RH=  1.1% p=  95.36hPa c=293.85m/s w_proj=+15.74m/s c_eff=309.58m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.17m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.0 cutoff=no terminal_alt=[  -35.8,32686.0]m
[sim] emission 3/72 (count=  4.2%, route=  1.0%) time=2026-02-09T18:00:20+00:00 elapsed=   0.33m eta=  11.50m | aircraft lat=+44.8527 lon= -93.1246 alt=16526.2m ( 54219.8ft) speed= 412.6m/s ( 802.0kt) mach=1.21 eff_mach=1.333 | mode=takeoff_climb | atmo T=214.80K RH=  1.1% p=  95.16hPa c=293.81m/s w_proj=+15.70m/s c_eff=309.51m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.33m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  94.6 cutoff=no terminal_alt=[  -25.7,32746.4]m
[sim] emission 4/72 (count=  5.6%, route=  1.5%) time=2026-02-09T18:00:30+00:00 elapsed=   0.50m eta=  11.33m | aircraft lat=+44.8366 lon= -93.0759 alt=16607.6m ( 54486.8ft) speed= 410.1m/s ( 797.2kt) mach=1.21 eff_mach=1.326 | mode=takeoff_climb | atmo T=214.72K RH=  1.1% p=  94.04hPa c=293.75m/s w_proj=+15.59m/s c_eff=309.34m/s | hrrr=2026-02-09T18:00:00+00:00 dt= +0.50m | rays=8 ground_hits=1 ( 12.5%) avg_pts=  95.2 cutoff=no terminal_alt=[  -36.7,32633.9]m
